age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes_x,u_feedLifeCycle_x,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle_y,u_refreshTimes_y,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label_y,cillabel,pro,label_x
6,4,43,181,5,16,5,29,298,2240,8,66,2,17,14,17,14,17,4,-7,72,0,8,11,19,549,11,1,0,1,-1,0,0
6,2,18,312,2,16,6,20,307,1529,8,57,6,11,14,17,15,17,4,11,202,0,9,11,19,116,6,1,0,-1,-1,0,1
7,2,33,227,2,34,7,19,193,1483,8,39,2,11,15,16,16,16,0,137,55,6,9,13,19,1052,18,1,1,-1,-1,0,0
5,2,21,345,2,16,7,28,130,2122,8,22,0,16,15,16,16,16,0,878,72,0,1,13,11,1113,10,7,1,-1,-1,0,0
8,2,17,145,2,16,7,19,345,2105,8,45,5,16,16,16,15,16,0,-16,81,0,5,10,19,95,10,10,1,-1,-1,0,0
3,2,45,209,2,18,8,27,139,2109,8,53,9,17,10,17,14,17,6,2,11,0,7,11,19,81,10,1,0,1,-1,0,0
5,2,21,151,5,34,6,20,272,2500,5,26,6,11,16,16,16,10,0,-13,42,9,9,11,16,901,12,1,1,1,-1,0,0
8,2,17,290,5,17,4,10,290,2105,8,56,6,17,16,11,13,17,6,7,213,2,0,11,19,768,2,1,0,-1,-1,0,0
5,2,31,319,5,16,4,13,139,1802,8,55,5,17,14,17,14,17,9,2554,93,1,0,11,19,282,11,4,0,-1,-1,0,0
3,2,17,369,4,24,4,20,130,2023,8,14,6,11,14,17,13,17,8,16,80,2,8,11,19,689,7,7,0,-1,-1,0,0
2,3,17,369,4,17,8,20,273,2494,8,45,8,17,13,17,14,17,7,-14,141,0,9,11,16,1003,7,1,1,1,-1,0,0
8,2,28,385,5,17,5,29,153,2112,8,39,2,17,10,17,14,17,8,1428,97,2,0,12,4,1326,16,2,1,-1,-1,0,0
2,2,30,317,2,17,6,10,137,2529,8,51,4,17,10,17,14,17,9,-8,204,1,0,13,11,1438,6,3,0,-1,-1,0,0
7,2,30,302,3,34,5,33,126,1158,8,74,9,17,14,17,14,17,7,-13,16,2,9,13,19,1257,11,1,0,1,-1,0,0
2,2,46,196,2,30,6,19,204,2498,8,53,0,16,15,16,16,16,0,-30,6,0,8,13,19,600,7,3,1,-1,-1,0,0
3,2,12,411,2,16,6,21,196,2488,8,49,5,17,16,17,10,17,4,-1,204,1,9,13,19,1166,3,1,0,-1,-1,0,0
7,2,27,237,5,34,6,21,347,2106,8,40,6,16,15,16,11,16,0,696,203,7,9,11,19,1200,6,1,1,-1,-1,0,0
3,2,17,402,5,32,4,20,350,1505,8,50,0,11,16,17,16,17,2,0,206,1,1,13,19,995,6,1,0,-1,-1,0,0
5,2,44,169,2,31,7,20,154,2109,8,62,0,16,15,16,15,16,0,-7,135,9,9,11,19,687,6,1,1,-1,-1,0,0
5,2,20,412,5,16,7,20,129,2408,8,53,8,11,14,16,14,10,7,-21,197,9,0,13,19,781,6,1,1,-1,-1,0,0
2,2,20,246,2,20,7,20,330,1137,8,49,2,17,16,11,15,17,6,2,146,6,0,13,19,149,11,1,0,-1,-1,103,1
3,2,27,175,5,19,6,28,263,2098,8,23,0,16,15,16,11,16,0,2497,23,2,9,11,19,1299,6,1,1,-1,-1,0,0
7,2,34,252,2,17,4,20,197,1759,8,35,8,17,10,17,13,17,6,-13,187,9,5,13,19,868,6,1,0,-1,-1,73,0
3,3,30,310,2,35,6,9,262,2396,8,53,0,11,16,11,10,15,4,701,165,7,9,13,11,626,7,1,1,-1,-1,0,0
2,2,43,441,5,34,4,21,255,2132,8,54,4,17,10,17,13,17,4,-11,201,0,0,11,19,961,19,1,0,-1,-1,102,0
7,3,20,433,2,17,5,21,248,1773,8,56,6,17,14,17,11,17,2,-8,13,4,0,11,19,1136,3,4,0,-1,-1,0,0
2,2,30,390,2,14,7,23,220,2184,8,29,6,17,16,17,13,11,0,-3,95,6,9,11,19,504,15,2,1,-1,-1,0,0
3,2,17,165,5,14,6,11,162,2153,8,35,4,17,16,17,13,17,4,2668,198,3,9,10,19,773,7,4,0,-1,-1,0,0
5,2,30,342,4,24,7,11,349,1461,8,35,9,14,16,17,13,17,2,636,188,0,6,13,19,967,9,1,1,1,-1,0,0
8,2,17,219,2,17,5,20,109,2111,8,56,7,17,16,17,15,17,7,-1,98,0,9,11,19,542,6,1,0,1,-1,0,0
8,2,12,204,3,16,5,28,285,2119,8,36,6,17,10,17,14,17,8,150,95,0,0,13,19,90,15,20,0,1,-1,0,0
7,2,21,246,4,24,7,35,235,1182,8,35,2,11,16,17,11,17,2,2472,98,3,4,11,19,533,10,1,1,-1,-1,0,0
5,2,14,261,4,35,6,27,229,2391,8,71,2,11,16,17,15,17,2,-19,79,0,2,13,19,1145,6,1,0,-1,-1,0,1
5,2,31,144,2,33,6,28,145,2115,8,57,0,16,15,16,15,16,0,-4,14,0,2,13,19,364,6,7,1,-1,-1,0,0
6,3,34,230,5,17,5,21,169,2459,8,19,2,17,16,17,14,17,9,-13,94,0,0,13,19,1209,5,1,0,1,-1,0,0
8,2,43,318,2,34,4,20,223,1442,8,22,7,17,16,17,10,17,8,-6,21,3,6,13,19,1150,6,1,0,-1,-1,0,0
8,2,22,410,4,34,7,19,166,2107,8,43,0,11,15,16,16,16,0,4,202,6,9,11,19,671,6,1,1,-1,-1,0,0
3,2,44,143,2,17,5,12,191,1916,8,36,9,17,14,17,13,17,9,67,197,0,0,11,11,1045,10,5,0,1,-1,99,0
5,2,18,383,2,34,6,16,323,2114,8,45,0,16,15,16,16,16,0,2888,137,0,4,13,19,592,7,1,1,-1,-1,0,0
3,2,30,241,2,31,6,20,239,2093,8,21,6,11,16,16,10,11,4,14,100,8,8,11,19,1084,2,1,1,-1,-1,0,0
3,2,45,418,2,17,2,22,239,1511,8,39,5,17,10,17,14,17,2,1407,39,3,9,13,16,168,18,2,1,-1,-1,0,0
8,2,45,447,2,24,5,11,93,2151,8,43,9,17,10,17,14,17,9,-13,75,0,4,11,11,997,10,1,1,-1,-1,0,0
4,2,20,424,3,16,5,14,91,1730,8,55,9,17,14,17,13,17,8,-10,28,0,0,13,19,822,0,3,0,-1,-1,0,0
8,2,27,261,5,16,5,28,257,1968,5,55,2,11,15,17,16,17,5,38,113,0,2,10,19,1426,11,1,0,-1,-1,0,0
3,2,13,414,5,35,5,29,262,2117,8,54,5,17,14,17,10,17,5,-6,7,0,2,13,19,1495,3,1,0,1,-1,0,0
7,2,33,96,4,34,5,20,145,1485,8,46,0,17,10,17,13,10,8,-3,211,0,9,11,19,504,7,12,0,1,-1,0,0
5,2,34,346,2,31,7,20,222,1458,8,25,0,16,15,16,13,16,0,15,98,2,9,13,19,606,6,1,0,-1,-1,0,0
5,2,27,450,2,15,5,24,125,2152,8,10,9,17,10,17,14,17,9,-19,170,0,0,11,19,1274,2,3,1,-1,-1,0,0
5,2,34,121,2,24,2,19,146,2349,8,22,7,11,16,17,13,17,0,884,69,9,5,10,19,1499,2,1,1,-1,-1,0,0
7,2,34,163,2,16,4,13,206,1593,8,40,9,17,14,17,13,17,7,726,139,0,0,13,19,510,5,1,0,-1,-1,0,0
6,2,17,356,2,15,3,20,116,1481,8,53,4,14,16,17,14,17,5,-8,80,4,0,13,3,505,4,1,0,-1,-1,101,0
5,2,27,235,5,34,6,32,163,1022,8,53,8,11,16,17,13,17,0,-8,166,0,8,10,19,542,10,1,1,-1,-1,38,0
7,2,45,152,2,34,5,19,337,2119,8,46,0,16,15,16,16,16,0,1654,98,0,2,13,19,613,6,5,1,-1,-1,0,0
7,2,45,360,2,17,7,29,177,2402,8,55,4,17,16,17,11,17,4,-15,207,1,9,11,11,1023,6,4,0,-1,-1,0,0
6,2,27,149,2,35,5,21,232,1753,8,53,2,11,10,15,10,11,8,-2,105,4,2,13,19,187,5,3,0,-1,-1,0,0
5,2,21,306,2,31,6,21,153,2439,8,39,0,11,16,16,11,17,0,15,220,4,0,10,19,292,6,1,1,-1,-1,0,0
8,2,30,304,2,31,7,20,215,1529,8,23,6,17,14,17,13,17,4,-12,105,4,0,11,11,418,7,1,0,-1,-1,0,1
5,2,18,266,2,30,7,19,341,2115,8,42,0,16,15,16,16,16,0,519,114,0,2,13,19,1105,6,1,1,-1,-1,0,0
3,2,21,383,2,35,7,27,142,1783,8,20,6,16,16,16,11,10,0,-11,108,0,9,11,19,1330,6,1,0,-1,-1,0,0
9,2,26,298,5,17,5,11,321,2497,8,58,9,17,10,17,13,17,9,-5,13,0,0,13,19,1125,9,4,0,1,-1,0,0
3,2,43,119,2,35,7,19,247,1474,8,38,5,17,16,17,10,17,7,-4,94,0,6,11,19,1299,7,1,0,-1,-1,0,0
5,2,35,315,4,31,7,19,329,2103,8,41,0,16,15,16,16,16,0,1462,167,7,2,11,19,495,6,1,0,-1,-1,0,0
4,2,14,397,3,32,7,20,220,1476,8,53,2,15,11,11,10,17,4,-6,111,0,0,11,19,981,2,1,1,-1,-1,0,0
5,2,21,284,2,34,6,19,285,1813,8,37,0,16,15,16,16,16,0,1,98,0,4,13,19,156,6,7,0,-1,-1,0,0
3,2,26,307,5,24,3,20,328,2100,8,39,4,17,16,17,10,11,4,-5,15,2,9,11,19,479,6,1,1,-1,-1,0,0
8,2,14,117,5,33,5,21,211,1576,8,62,9,17,10,17,14,17,9,-14,50,0,0,13,19,1043,7,2,0,-1,-1,0,0
8,3,17,356,2,16,2,12,238,2587,8,56,6,17,10,17,14,17,9,1419,74,0,0,13,11,684,7,1,0,-1,-1,0,0
3,2,21,267,2,17,4,27,306,1788,8,50,6,11,10,17,13,17,6,-10,96,6,9,11,3,808,6,2,0,-1,-1,0,0
7,2,20,383,2,16,8,36,95,2594,8,55,5,17,14,17,13,17,8,180,210,0,2,13,19,1337,11,1,0,-1,-1,0,0
9,2,20,243,2,34,6,11,119,2107,8,55,8,17,10,17,10,17,4,2491,74,9,2,13,11,662,6,1,0,-1,-1,0,0
3,3,33,370,2,34,6,20,303,2508,8,41,2,17,14,17,13,17,5,-13,75,6,2,13,19,1460,6,1,0,-1,-1,0,0
7,2,28,201,2,30,5,19,275,2142,8,39,0,16,15,16,16,16,0,-21,44,0,1,10,19,1308,6,5,1,-1,-1,0,0
3,2,42,129,2,16,6,21,107,2505,8,37,4,17,16,17,14,17,9,2427,13,0,0,10,19,1081,7,6,0,-1,-1,0,0
6,2,18,157,5,23,6,19,187,1175,8,13,0,16,15,11,16,16,0,-23,136,0,9,13,19,562,6,3,1,-1,-1,0,0
2,2,14,240,3,16,5,24,145,2039,8,41,2,17,16,17,15,17,5,-20,5,6,8,11,19,347,2,1,0,-1,-1,0,0
8,2,46,110,4,16,8,11,347,2111,8,56,5,17,10,17,13,17,7,1279,71,1,9,13,19,1067,9,1,0,1,-1,18,0
9,2,26,320,5,16,5,21,194,1328,8,52,4,17,14,17,14,17,2,-7,15,9,5,13,19,947,3,4,0,-1,-1,100,0
8,2,31,244,2,16,6,20,143,2116,8,53,2,14,16,17,14,17,2,2429,76,9,2,11,11,691,6,1,1,-1,-1,0,0
8,4,20,267,4,16,3,20,136,2407,8,13,7,17,14,17,11,17,2,-7,9,6,5,12,19,1333,3,4,0,1,-1,40,0
3,2,14,351,2,33,5,19,239,2127,8,53,0,16,15,16,16,16,0,-16,98,0,2,11,19,564,6,9,0,-1,-1,0,0
3,2,33,372,2,16,5,31,224,1609,8,70,0,17,13,17,14,17,7,-9,68,1,0,12,19,1442,19,1,0,-1,-1,0,0
3,2,28,253,2,31,6,18,140,2115,8,36,0,16,15,16,16,16,0,-22,93,7,9,10,19,1051,6,6,1,-1,-1,0,0
3,2,34,165,3,17,7,20,146,1187,8,63,7,17,16,17,11,17,9,1417,172,7,5,11,19,692,14,1,1,1,-1,0,0
5,2,16,305,5,33,5,29,116,2470,8,55,6,17,16,17,11,17,8,-11,77,0,9,13,19,838,4,3,0,-1,-1,101,0
7,2,13,347,3,24,4,34,180,2099,8,49,0,11,16,16,16,16,6,-7,107,6,8,11,19,362,10,1,1,-1,-1,0,0
5,2,27,219,4,30,7,19,277,2119,8,44,0,16,15,16,16,16,0,7,27,0,0,13,19,204,6,6,0,-1,-1,0,0
7,2,31,147,2,34,7,20,210,2100,8,54,0,16,15,16,11,15,4,15,92,0,2,13,19,210,10,4,1,-1,-1,0,0
3,2,44,388,2,17,5,21,111,2125,8,56,4,17,10,17,13,17,8,-19,202,4,0,11,19,274,5,1,1,-1,-1,0,0
5,2,34,295,2,31,7,19,352,2102,8,23,6,11,16,17,13,11,0,-17,38,0,8,13,19,1023,11,1,0,-1,-1,0,0
5,3,17,343,4,35,7,21,210,1051,8,37,2,17,16,17,15,17,5,2519,168,4,9,13,19,795,7,7,0,1,-1,0,0
6,2,13,189,4,17,4,20,233,1522,8,53,8,17,16,17,14,17,8,613,167,3,0,11,19,1405,5,2,1,-1,-1,0,0
8,2,27,116,4,22,2,9,311,1178,8,64,9,17,16,17,14,17,2,1315,200,2,0,13,19,1041,6,2,0,-1,-1,0,0
9,2,16,267,2,34,5,28,200,1487,8,66,5,11,16,16,13,17,5,-2,173,6,8,13,19,874,6,21,1,-1,-1,0,1
5,2,19,315,2,30,6,19,149,2126,8,10,0,16,15,16,16,16,0,-25,71,0,2,13,19,530,6,14,1,-1,-1,0,0
8,2,34,353,4,31,5,19,237,2111,8,52,0,16,15,16,16,16,0,11,62,0,8,13,19,1147,6,5,1,-1,-1,0,0
3,2,21,277,3,34,7,19,227,2116,8,18,0,16,15,16,16,16,0,-14,75,0,2,13,19,249,6,9,0,-1,-1,0,0
8,2,33,169,2,23,4,21,149,2408,5,52,6,11,13,17,15,17,4,3,114,8,9,13,19,798,7,1,0,-1,-1,0,0
5,2,14,312,2,34,3,11,253,1498,8,7,7,11,16,17,13,17,7,2614,22,3,9,11,19,642,2,1,1,-1,-1,0,0
3,2,17,396,2,34,6,21,165,1544,8,22,2,11,16,11,16,10,0,2308,111,6,0,11,19,992,7,1,0,-1,-1,0,0
5,2,31,304,4,30,7,16,302,2115,8,42,0,16,15,16,16,16,0,0,96,0,0,13,11,1063,6,6,0,-1,-1,0,0
5,2,17,426,2,32,6,20,234,1530,8,38,8,17,10,17,11,17,2,-2,106,9,4,10,19,886,2,2,0,-1,-1,40,0
8,2,27,196,5,34,7,20,239,2429,8,60,2,16,16,17,13,17,8,766,16,4,0,10,19,1332,9,2,0,-1,-1,20,0
7,2,33,316,2,20,7,34,109,1772,8,74,4,17,16,17,15,17,4,9,101,0,0,13,19,984,9,4,0,-1,-1,101,0
9,2,31,377,2,17,3,20,166,2111,8,50,7,17,10,17,14,17,8,695,103,6,9,13,11,740,2,6,0,-1,-1,19,0
7,2,21,98,2,31,7,20,347,2090,8,23,0,11,15,16,11,11,0,-1,99,6,9,13,19,938,6,2,1,-1,-1,0,0
5,2,34,166,2,11,7,19,267,2464,8,51,4,16,15,16,10,16,0,2414,94,0,9,12,19,1306,6,1,1,-1,-1,0,0
8,3,44,117,2,16,7,20,273,2130,8,39,8,17,10,17,13,17,2,-3,170,0,9,13,19,169,12,2,0,1,-1,0,0
3,2,26,366,4,16,5,29,114,1904,8,64,9,17,14,17,14,17,6,2557,193,0,6,13,19,891,11,7,0,-1,-1,98,0
8,2,17,207,5,27,7,19,303,2098,8,17,7,11,16,11,10,16,2,20,111,2,4,11,19,799,6,1,0,-1,-1,0,0
7,2,18,362,2,34,7,19,286,1761,8,38,0,16,15,16,11,16,0,9,172,7,9,13,11,501,7,2,1,-1,-1,0,0
8,2,31,259,5,31,5,31,320,2133,8,8,5,17,10,17,14,17,9,-15,37,4,9,11,19,1152,7,2,0,-1,-1,0,0
3,3,29,354,5,30,7,18,136,2123,8,54,4,17,14,17,13,17,6,1,45,0,2,11,19,1289,9,1,0,-1,-1,0,0
7,2,17,399,2,17,5,12,137,2111,8,68,6,17,10,17,14,17,6,0,171,1,6,13,19,70,6,4,0,-1,-1,0,0
3,4,17,337,5,18,5,28,92,2150,8,74,9,17,10,17,13,17,9,1529,30,0,0,13,19,1453,7,2,0,-1,-1,99,0
5,2,44,300,5,34,6,20,231,1491,8,63,6,17,15,16,10,11,6,0,103,9,9,11,11,1229,6,1,0,-1,-1,0,0
2,2,13,121,4,14,5,21,142,2261,8,41,9,17,16,17,15,17,4,-10,108,6,2,13,19,550,11,1,0,-1,-1,0,0
8,2,21,226,2,31,6,20,170,2128,8,53,0,16,15,16,16,16,0,-11,200,0,5,10,3,811,6,2,0,-1,-1,0,0
7,2,26,118,2,33,7,20,181,1976,5,51,4,11,16,17,14,11,0,2,179,0,2,11,2,127,2,7,1,-1,-1,0,0
8,2,21,120,2,17,2,20,145,1453,8,23,4,17,16,17,10,17,4,-11,44,4,2,13,19,1192,6,1,0,-1,-1,0,0
7,2,18,208,2,32,6,20,233,2123,8,39,2,11,16,17,15,17,2,-15,174,0,8,11,19,247,6,1,1,-1,-1,0,0
2,2,18,98,4,20,6,20,232,2005,8,53,4,17,16,17,10,17,7,-7,171,4,6,11,19,192,9,1,1,-1,-1,0,0
7,4,26,119,2,35,6,20,232,1458,8,49,2,17,16,17,13,17,4,1572,174,7,9,11,19,1474,2,1,1,-1,-1,0,0
4,2,18,164,4,17,7,20,132,1498,8,55,6,11,16,17,10,11,4,841,199,0,2,13,19,583,7,1,1,-1,-1,99,0
3,2,22,119,4,18,7,19,145,2127,8,22,0,16,15,16,16,16,0,-28,108,9,8,10,19,631,12,1,1,-1,-1,0,0
3,2,18,200,5,17,6,31,210,2109,8,56,0,17,16,17,14,17,7,0,71,2,8,13,19,850,6,1,0,-1,-1,0,0
9,2,34,116,2,16,6,20,347,2094,8,39,0,16,16,16,13,10,2,1,112,6,8,13,19,1054,7,1,0,1,-1,0,0
2,4,13,300,2,34,7,28,334,1504,8,41,4,17,11,17,15,11,0,-8,100,3,9,13,19,881,6,1,0,-1,-1,0,0
7,4,43,235,3,16,5,28,92,1645,8,45,9,17,10,17,13,17,9,2423,174,0,0,13,19,528,2,1,0,1,-1,0,0
7,3,45,371,3,17,2,11,150,1471,8,43,4,17,10,17,10,17,7,1424,13,0,8,14,19,192,10,1,0,-1,-1,69,0
5,2,13,251,2,34,7,19,138,2111,8,41,0,14,16,16,16,16,7,12,114,1,9,11,19,916,10,4,0,-1,-1,0,0
7,2,34,364,2,16,4,13,232,2463,8,13,9,17,14,17,14,17,9,2166,202,0,2,13,11,433,10,4,0,-1,-1,0,0
3,4,26,394,4,17,3,20,212,1615,8,50,9,17,16,17,15,17,9,-14,169,0,0,11,19,1080,7,2,1,-1,-1,0,0
3,4,43,173,3,16,6,32,137,2135,8,62,8,17,10,17,13,17,9,-8,54,1,9,13,19,277,6,1,0,-1,-1,0,0
6,2,42,282,5,34,5,13,150,2407,8,64,4,17,14,17,14,17,4,2651,199,0,0,13,16,289,11,6,0,-1,-1,0,0
8,2,30,352,4,15,4,14,117,1821,8,32,5,17,14,17,14,17,4,0,64,0,4,10,19,1331,9,1,0,-1,-1,0,0
3,2,27,323,2,16,5,31,333,2434,8,52,8,17,16,17,13,17,8,-13,74,0,9,11,19,1549,6,1,0,-1,-1,0,0
2,3,30,262,2,16,5,34,109,2139,8,16,9,17,10,17,14,17,2,1554,140,0,0,13,19,25,18,1,0,-1,-1,99,0
5,2,35,138,2,33,7,19,158,2116,8,36,0,16,15,16,16,16,0,-12,101,0,8,13,19,182,6,3,0,-1,-1,0,0
3,2,18,250,4,19,7,19,275,2117,8,25,0,16,15,16,16,16,0,-6,107,0,2,13,19,1215,6,3,0,-1,-1,0,0
5,4,18,246,2,32,6,20,162,1485,8,42,6,11,16,17,14,17,8,-5,130,0,8,13,19,1156,11,1,0,-1,-1,0,0
5,2,30,429,5,17,5,20,227,1560,8,45,5,17,14,17,14,17,9,607,44,0,0,11,19,332,2,1,0,1,-1,0,0
7,2,34,275,4,19,5,21,362,2481,8,6,9,17,10,17,14,17,9,2458,78,0,0,10,19,1382,12,2,0,1,-1,0,0
3,2,21,266,4,19,7,20,161,2388,8,38,0,11,13,16,16,16,0,1651,68,0,1,13,19,990,6,1,1,-1,-1,0,0
8,2,34,318,2,17,6,30,121,2109,8,51,5,15,10,17,15,17,8,2456,203,7,0,10,19,1165,15,1,1,-1,-1,0,0
8,2,43,154,2,30,4,33,350,1727,8,55,4,11,16,17,14,14,2,4,172,3,9,11,19,225,6,1,0,-1,-1,0,0
3,2,46,233,2,30,6,20,229,2120,8,38,0,16,15,16,16,16,0,-25,113,7,9,13,19,1179,6,1,0,-1,-1,0,0
8,4,18,254,4,33,7,20,237,2120,8,21,0,16,15,16,11,16,0,7,99,8,1,13,19,1182,6,1,0,-1,-1,0,0
3,2,16,252,2,17,6,28,261,2499,8,47,9,17,10,17,14,17,9,-5,24,0,0,13,11,1283,4,3,0,1,-1,101,0
2,2,33,131,5,17,6,27,238,2167,8,45,7,11,16,17,10,16,0,3,46,4,2,10,19,1029,7,5,1,-1,-1,0,0
7,2,12,152,2,34,7,20,184,2125,8,58,2,11,16,17,10,10,0,7,23,3,9,11,19,1042,14,1,1,1,-1,0,0
7,2,21,118,5,31,4,21,239,2255,8,34,4,17,14,17,13,17,5,-8,128,0,0,11,19,498,6,2,0,-1,-1,0,0
3,2,34,147,2,10,3,20,330,2554,8,56,6,17,14,17,14,17,8,1523,108,0,4,12,19,378,20,1,0,1,-1,0,0
5,2,27,245,4,31,6,20,134,1206,8,20,0,16,15,16,16,16,0,635,168,0,1,11,19,1141,6,1,1,-1,-1,0,0
3,2,25,382,2,17,4,21,95,2117,8,58,2,17,10,17,13,17,4,-8,167,0,9,11,19,975,10,2,1,-1,-1,0,0
5,2,34,305,4,30,5,19,126,2121,8,63,0,16,15,16,16,16,0,-25,104,0,8,13,19,120,6,15,1,-1,-1,0,0
5,3,26,424,2,20,4,12,104,1783,8,41,4,17,11,17,11,17,5,5,28,2,6,11,19,535,11,1,0,1,-1,0,0
2,2,17,241,3,16,5,14,329,1291,8,39,9,17,14,17,14,17,7,4,9,4,0,13,19,1428,5,7,0,-1,-1,0,0
3,2,34,145,2,34,6,21,350,2104,8,23,0,11,16,16,15,11,0,-4,78,0,9,11,19,902,6,1,1,-1,-1,0,0
3,2,41,248,4,14,3,21,194,2560,8,56,4,17,10,17,14,17,4,1512,210,0,9,13,19,77,5,1,1,1,-1,0,0
3,2,34,298,4,34,6,28,267,1432,8,23,6,16,16,16,11,11,0,666,102,7,4,13,19,1113,6,1,0,-1,-1,0,0
3,2,18,368,5,13,4,19,217,2099,8,46,2,17,16,17,14,10,6,-16,12,0,9,13,19,970,1,1,0,-1,-1,0,0
3,2,26,389,3,17,4,30,115,1891,8,33,9,17,10,17,13,17,9,2555,108,6,0,13,16,288,9,2,0,-1,-1,0,1
8,2,18,363,2,17,2,30,285,2403,8,54,5,17,16,17,14,17,8,-15,94,0,2,11,19,960,11,4,0,-1,-1,0,0
5,2,21,230,2,33,6,19,160,2104,8,58,0,16,15,16,16,14,0,557,100,9,8,11,19,959,6,1,1,-1,-1,0,0
7,2,18,321,2,18,6,9,286,2495,8,35,6,11,10,17,13,17,8,-23,194,0,9,11,19,267,9,3,0,-1,-1,0,0
7,2,28,99,2,33,7,19,147,2121,8,53,0,16,15,16,16,16,0,-30,97,0,2,13,19,492,6,2,1,-1,-1,0,0
2,2,18,124,2,17,3,20,331,1647,8,18,2,17,13,17,14,17,7,1312,28,0,9,11,19,988,14,1,0,-1,-1,0,0
3,2,27,338,2,30,7,20,194,2110,8,37,0,16,15,16,10,16,0,4,48,7,9,13,19,1153,6,1,1,-1,-1,0,0
3,2,33,109,5,16,2,37,338,1734,8,64,7,17,16,17,14,11,4,216,109,4,4,13,11,868,5,1,0,-1,-1,0,0
3,2,26,283,5,21,6,20,353,1487,8,61,8,17,14,17,15,11,7,-1,176,0,2,13,19,863,13,1,0,-1,-1,0,1
2,2,46,107,2,32,7,19,212,2211,8,66,5,11,16,17,14,10,0,-13,175,0,9,13,19,340,1,2,0,-1,-1,101,0
7,2,17,251,4,16,6,21,152,1785,8,40,6,17,14,17,14,17,6,768,170,7,0,13,19,1140,6,1,0,-1,-1,101,0
5,2,26,187,5,17,7,20,256,1495,8,56,7,17,10,17,14,17,9,2155,201,0,2,13,19,1463,10,1,0,-1,-1,0,0
7,2,18,156,5,16,7,31,210,2141,8,33,6,17,10,17,14,17,9,-22,68,0,0,13,11,1024,9,4,0,-1,-1,0,0
8,2,26,137,2,17,4,27,309,2107,8,52,9,17,14,17,14,17,1,-9,12,0,0,13,19,904,2,1,0,1,-1,74,0
7,4,17,111,2,24,6,29,237,2457,8,40,4,17,14,17,14,17,4,1,70,0,6,11,19,72,11,2,1,-1,-1,0,0
8,2,27,456,2,16,5,22,107,2670,8,67,9,17,14,17,14,17,9,7,107,0,0,13,19,1507,10,4,0,1,-1,38,0
8,2,26,368,2,17,2,10,219,1216,8,38,2,17,14,17,14,17,8,2286,169,7,0,13,19,973,10,1,0,-1,-1,0,0
5,2,34,352,2,31,5,19,189,1517,8,53,0,16,15,11,15,16,0,-15,100,1,2,11,19,421,6,1,0,-1,-1,0,0
7,3,17,340,5,16,4,22,189,2495,8,33,9,17,10,17,14,17,9,2668,211,4,0,13,19,410,4,1,0,1,-1,0,0
5,2,21,88,4,27,6,19,225,2106,8,38,0,16,15,16,16,16,0,-1,99,0,8,13,19,300,10,2,0,-1,-1,0,0
3,2,17,158,2,31,3,23,352,2101,8,56,5,11,16,17,16,10,0,230,51,0,9,14,19,1035,14,1,0,-1,-1,76,0
9,2,18,307,2,34,7,20,276,2107,8,39,0,16,16,17,10,11,6,4,112,0,2,11,19,500,6,1,0,-1,-1,0,0
5,2,18,311,2,31,7,19,232,2104,8,46,0,16,15,16,16,16,0,-4,215,0,2,13,19,574,6,3,1,-1,-1,0,0
5,2,28,171,2,33,7,19,272,2115,8,52,0,16,15,16,16,16,0,-25,103,0,2,13,19,215,6,10,0,-1,-1,0,0
8,2,13,143,3,19,7,20,130,1490,8,60,8,17,15,16,17,16,0,-10,100,7,8,11,11,139,10,1,0,-1,-1,102,0
8,2,34,89,2,34,7,20,155,2109,8,55,0,11,15,16,16,11,0,-20,105,0,1,11,19,504,2,1,0,-1,-1,0,0
8,2,34,310,4,16,7,21,136,2408,8,55,6,17,11,17,11,17,2,1189,55,0,7,13,19,251,6,2,0,-1,-1,0,0
3,2,44,291,2,16,4,20,275,1399,8,49,6,17,14,17,14,17,2,-13,71,6,4,13,19,931,6,1,0,-1,-1,0,0
7,2,30,183,2,35,6,20,144,2101,5,54,4,17,16,17,11,17,4,-7,16,1,9,13,19,1486,7,3,1,-1,-1,0,0
2,2,30,374,5,16,5,21,327,2136,8,14,9,17,10,17,14,17,2,-10,77,0,9,13,19,982,10,1,0,-1,-1,0,0
7,2,34,323,2,35,7,14,148,1498,8,46,4,17,16,11,10,10,5,8,73,0,0,11,4,1305,6,3,0,-1,-1,0,0
3,3,30,205,4,15,2,20,187,2445,8,69,2,17,14,17,13,17,5,-3,176,0,0,11,19,1329,15,1,0,-1,-1,1,0
8,2,34,265,5,17,5,10,256,1517,8,8,4,17,16,17,14,17,4,-19,109,1,9,13,19,1133,6,1,1,-1,-1,0,0
7,2,42,227,2,16,5,36,109,1274,8,52,9,17,10,17,14,17,9,292,8,2,0,13,19,423,7,2,0,1,-1,0,0
3,2,27,355,4,24,6,20,326,1527,8,14,2,17,16,17,13,11,6,-4,43,7,0,10,19,272,7,1,0,1,-1,0,0
6,2,20,218,5,10,3,12,282,2573,8,46,8,17,14,17,14,17,9,2462,67,6,9,11,19,631,7,8,0,-1,-1,80,0
