u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,cillabel,pro,label
16,11,13,15,0,2932,166,9,6,13,19,911,7,1,1,0,0,0
14,11,14,15,0,-2,97,0,9,11,19,1165,6,1,1,0,0,0
10,17,13,17,2,-6,67,0,0,10,4,1313,24,5,0,0,0,0
14,17,13,17,2,0,98,0,9,13,19,538,7,1,1,0,0,0
14,11,14,12,5,4,98,8,9,13,19,288,2,2,0,0,0,0
14,17,13,17,3,5,99,6,1,11,19,557,13,3,0,0,20,0
15,16,14,16,0,-11,18,9,3,13,19,356,2,2,0,0,0,0
10,17,13,17,7,2429,168,0,1,11,19,985,10,1,0,0,0,0
14,17,13,17,2,2,94,4,9,14,19,1261,6,2,1,0,0,0
16,17,13,17,7,6,171,0,0,13,19,222,7,3,0,0,0,0
14,11,17,13,0,8,50,9,1,11,19,804,19,1,0,0,0,0
16,11,13,11,3,2427,55,9,2,11,19,1326,7,1,1,0,0,0
10,17,13,17,2,2,47,7,9,11,19,1483,12,1,0,0,0,0
14,17,14,17,2,0,92,4,9,14,19,43,6,3,1,0,0,0
10,17,13,17,2,2,140,0,3,11,19,1428,2,7,0,0,0,0
14,11,14,10,0,2386,98,3,9,13,19,305,6,1,1,0,0,0
16,15,13,13,0,2354,170,0,9,11,19,1106,7,1,1,0,0,0
16,17,13,17,7,3,128,0,0,13,19,74,14,1,0,0,0,0
11,17,13,17,4,2,48,7,6,11,19,1383,10,1,0,0,0,0
14,17,14,17,7,1613,210,0,5,13,16,578,8,1,0,0,0,0
14,17,13,15,5,7,33,7,9,13,19,108,9,7,0,0,0,0
15,16,15,16,0,2399,167,9,1,11,19,1438,6,1,1,0,0,0
16,17,15,17,4,2964,171,9,1,11,19,1335,7,1,0,0,0,0
15,16,13,16,0,3,46,9,4,11,19,1032,19,1,0,0,0,0
14,17,13,17,7,3,86,0,0,13,19,847,3,6,0,0,0,0
10,17,13,11,5,1,52,9,6,11,19,1417,2,1,0,0,0,0
16,15,14,15,0,430,14,6,1,13,19,1371,11,1,0,0,0,0
14,11,14,15,0,1,138,3,6,13,19,1250,7,1,0,0,0,0
14,17,10,17,2,385,108,7,9,11,19,627,14,1,0,0,0,0
14,17,14,17,2,0,97,1,9,12,19,1165,6,1,1,0,0,0
16,11,13,11,9,7,165,0,1,11,19,985,11,1,0,0,0,0
10,11,10,10,0,2,48,0,1,11,19,927,7,1,1,0,100,1
14,17,13,17,7,2,50,9,6,13,19,164,14,3,0,0,0,0
16,11,13,17,7,2910,166,6,1,11,19,958,7,1,1,0,0,0
14,17,14,17,2,2,94,4,9,14,19,1272,6,2,1,0,0,0
14,17,13,11,2,6,59,0,9,11,19,833,1,1,0,0,0,0
14,17,14,17,0,4,97,0,9,10,19,1219,6,1,1,0,0,0
14,11,14,15,0,4,57,6,9,13,19,1170,6,1,1,0,0,0
13,15,13,13,0,-1,97,0,9,11,19,1394,6,1,1,0,0,0
15,16,15,16,0,2193,169,1,1,11,19,207,7,2,1,0,0,0
13,15,15,12,4,2895,169,9,6,11,19,1320,19,4,0,0,0,0
10,17,15,17,4,3,167,0,0,11,16,1426,6,1,0,0,0,0
16,11,15,11,0,3,51,9,9,11,19,1411,9,1,0,0,0,0
14,17,14,17,2,0,111,7,9,10,19,518,9,1,0,0,0,0
10,17,13,17,7,4,57,9,9,13,19,399,13,2,0,0,0,0
14,17,13,17,2,3,97,0,5,10,19,212,10,2,0,0,0,0
14,16,14,10,0,7,18,9,9,14,19,1460,9,1,0,0,0,0
14,17,14,17,2,1,78,0,6,13,19,588,11,1,0,0,0,0
14,17,13,17,2,0,96,7,9,10,19,562,6,1,1,0,0,0
14,17,14,17,2,2,17,5,2,13,11,522,2,1,0,0,0,0
16,17,15,13,0,4,168,5,9,11,19,1360,6,1,1,0,0,0
14,17,13,17,0,2789,155,3,6,13,19,505,11,1,0,0,0,0
14,11,14,10,0,3,48,3,9,13,19,520,7,1,1,0,19,1
15,15,14,10,0,2813,51,0,0,13,19,915,7,1,1,0,0,0
14,17,14,11,7,14,98,0,4,11,19,524,12,1,0,0,101,1
14,17,13,11,0,8,74,0,2,11,19,876,14,1,1,0,102,1
14,11,14,15,0,4,13,6,8,13,19,1447,9,2,0,0,0,0
14,17,14,17,0,3,46,6,9,13,19,630,20,1,0,0,0,0
14,17,13,17,2,0,97,7,9,14,19,540,9,1,0,0,0,0
14,17,13,17,0,1,15,3,9,12,19,124,11,1,0,0,0,0
16,17,13,13,0,2763,167,0,9,11,19,938,7,1,1,0,0,0
10,17,13,17,7,860,167,3,6,11,19,980,13,8,0,0,0,0
16,17,13,13,2,822,200,9,6,11,19,177,7,2,0,0,0,0
15,16,10,16,0,-3,51,0,3,11,19,413,6,1,1,0,0,0
16,17,14,17,0,-1,98,1,9,14,19,1244,6,2,1,0,0,0
16,17,13,17,7,2571,167,0,0,13,19,949,19,4,0,0,0,0
14,11,14,11,0,1534,70,6,9,13,19,489,7,1,1,0,0,0
16,11,13,17,2,1,99,9,9,14,19,238,10,2,0,0,0,0
16,11,13,17,7,2763,214,0,0,11,19,975,20,5,0,0,0,0
14,15,13,10,0,2275,169,3,6,13,19,1284,7,1,1,0,0,0
15,15,11,16,0,2,9,0,9,14,19,1184,6,1,1,0,0,0
14,17,13,17,2,1,71,0,4,11,19,85,10,3,0,0,0,0
15,13,15,10,4,-1,50,9,9,11,19,850,2,1,0,0,0,0
14,17,13,17,7,1673,76,0,0,13,19,614,17,7,0,0,0,0
14,17,14,17,2,0,97,0,9,10,11,1445,6,1,1,0,0,0
15,11,14,16,0,2163,170,6,6,13,19,278,7,2,1,0,0,0
15,15,13,12,0,2,109,4,1,11,19,1367,9,1,0,0,0,0
14,17,14,11,0,2,91,3,9,13,19,586,17,1,0,0,0,0
15,16,13,16,0,0,48,9,1,11,19,1416,6,1,1,0,0,0
14,17,14,17,2,2,4,0,9,13,19,528,13,1,0,0,0,0
16,17,13,17,2,6,98,0,9,14,19,319,6,1,1,0,0,0
14,17,13,17,7,326,216,0,0,11,3,665,8,1,0,0,0,0
14,17,14,17,0,1664,218,0,7,13,19,564,7,1,1,0,0,0
15,15,15,16,0,4,50,9,9,11,19,1344,6,1,1,0,0,0
10,17,13,17,7,1,77,0,0,11,2,1010,12,1,0,0,40,1
16,17,15,11,3,2822,168,0,9,11,19,979,6,1,1,0,0,0
16,17,15,17,4,4,71,0,0,10,19,1157,3,24,0,0,0,0
14,17,13,17,9,5,19,0,1,11,2,922,10,7,0,0,101,1
16,17,13,17,4,10,166,0,1,11,19,949,20,7,0,0,0,0
14,11,14,10,0,1767,216,0,9,13,19,773,7,1,1,0,0,0
15,16,11,16,0,-2,96,0,1,11,19,1369,6,1,1,0,0,0
14,17,13,17,2,4,-3,0,9,12,20,838,2,9,0,0,0,0
16,13,15,11,0,1335,44,9,1,11,19,1353,6,1,1,0,0,0
14,11,14,12,0,2181,96,3,5,13,19,1141,6,2,1,0,0,0
14,17,14,12,0,1276,220,0,9,13,19,679,19,1,0,0,0,0
14,17,13,17,7,5,16,7,1,12,19,267,2,3,0,0,0,0
14,11,14,17,0,4,40,6,9,13,19,636,10,3,0,0,0,0
14,17,14,17,7,2,152,0,9,13,2,564,11,1,0,0,0,0
14,17,16,10,0,789,50,6,7,13,19,877,7,1,1,0,0,0
14,17,14,17,7,552,19,3,9,13,19,570,14,2,0,0,0,0
14,11,14,17,1,0,17,7,6,13,19,610,11,1,0,0,0,0
14,17,14,17,2,0,42,6,9,13,19,551,11,1,0,0,0,0
16,17,13,17,2,2443,58,3,1,11,19,1401,7,17,0,0,0,0
16,11,14,15,0,911,15,3,1,13,19,293,11,4,0,0,0,0
14,15,14,17,0,678,146,0,9,13,19,1309,7,1,1,0,0,0
14,11,14,10,0,3,98,3,9,13,19,284,6,1,1,0,0,0
14,17,13,17,3,1,95,4,9,14,19,1220,6,1,1,0,0,0
15,16,11,16,0,4,47,9,1,13,19,455,13,1,0,0,0,0
11,17,13,17,2,1,96,0,9,10,19,1346,6,1,1,0,0,0
10,17,13,17,4,5,140,9,6,11,2,1488,2,6,0,0,0,0
16,11,15,15,0,4,7,9,1,13,19,841,2,4,0,0,0,0
14,17,14,17,1,-1,-1,5,9,12,19,826,9,5,0,0,0,0
14,11,14,11,0,1,94,4,9,14,19,1077,6,1,1,0,0,0
11,17,13,17,7,3,169,0,1,11,19,1431,18,1,0,0,0,0
14,17,14,17,0,-2,45,6,9,13,19,595,20,1,0,0,0,0
14,15,14,15,0,0,101,4,9,14,19,1332,9,1,0,0,0,0
15,16,13,16,0,3,55,9,8,13,19,406,9,2,0,0,0,0
14,11,14,15,0,870,58,3,9,13,19,574,10,1,0,0,0,0
10,17,16,17,7,2530,143,0,0,13,19,795,20,1,0,0,0,0
14,11,13,11,0,3,50,2,8,11,19,132,6,1,1,0,38,1
16,17,17,17,3,-3,94,0,3,11,19,1204,7,1,1,0,0,0
14,11,14,11,0,-2,99,0,9,11,19,524,6,1,1,0,74,1
10,17,13,11,0,412,168,0,9,11,19,972,7,1,1,0,100,1
14,17,14,17,7,2057,228,6,0,13,19,557,11,5,0,0,0,0
14,17,14,17,7,1619,220,0,1,13,19,594,16,1,0,0,0,0
16,17,14,17,2,4,79,0,1,13,19,66,14,6,0,0,0,0
14,17,13,15,0,2696,168,0,6,13,19,740,16,1,0,0,0,0
14,17,13,17,5,3,18,0,0,13,19,827,2,4,0,0,0,0
14,15,14,10,7,1,24,8,9,13,19,642,2,3,0,0,0,0
14,17,13,17,2,4,20,0,6,12,19,857,2,9,0,0,0,0
14,17,13,17,2,3,97,4,9,14,19,1140,9,1,0,0,0,0
10,17,13,11,7,2,51,9,8,11,19,976,18,1,0,0,100,1
16,17,13,11,2,2459,171,3,1,11,11,1391,13,1,0,0,0,0
14,17,13,17,2,-1,98,0,9,11,19,52,6,1,1,0,0,0
14,17,13,17,0,2256,56,0,9,13,19,740,7,1,1,0,0,0
14,15,13,10,0,0,100,9,9,11,19,210,6,1,1,0,20,1
14,17,14,17,0,1,223,0,9,13,19,614,19,1,0,0,0,0
14,17,13,17,2,4,62,7,1,11,19,971,12,7,0,0,101,1
14,17,14,17,0,-3,41,0,0,13,11,628,12,1,0,0,0,0
16,11,15,17,4,10,168,0,1,11,19,1340,13,3,0,0,0,0
16,17,12,10,0,6,55,0,4,11,19,154,6,1,1,0,0,0
14,17,14,17,0,3,98,0,9,10,19,1359,6,1,1,0,0,0
10,11,13,12,7,1684,50,0,1,11,16,838,19,1,0,0,0,0
14,17,13,17,7,3,35,0,6,11,19,954,7,1,1,0,102,1
16,17,13,17,2,2,65,7,6,12,19,869,2,4,0,0,0,0
14,11,14,15,0,7,34,9,8,11,19,902,10,3,0,0,20,1
14,17,13,17,2,-1,98,0,9,10,19,507,6,1,1,0,0,0
14,11,14,10,0,15,127,3,9,13,19,572,7,1,1,0,0,0
15,16,10,10,0,1,50,9,9,11,19,1428,6,1,1,0,0,0
14,17,13,17,0,0,170,0,9,13,19,216,7,1,1,0,0,0
14,17,14,17,0,-1,97,0,2,13,19,1195,9,3,0,0,0,0
16,10,17,10,0,0,97,0,9,14,19,1331,6,1,1,0,0,0
14,17,13,17,2,0,111,7,9,11,19,12,10,1,0,0,0,0
16,17,17,17,4,1541,169,0,7,11,19,302,7,1,0,0,0,0
10,17,13,17,9,2931,167,0,0,11,11,1028,23,1,0,0,0,1
15,16,14,17,0,620,2,0,0,13,19,907,11,6,0,0,0,0
14,17,13,17,2,1,110,0,9,10,11,1402,6,1,0,0,0,0
11,11,13,10,0,4,54,9,2,11,19,235,10,1,1,0,0,0
14,17,13,11,0,6,63,7,9,11,19,26,15,1,0,0,0,0
14,17,13,17,2,4,8,3,9,13,2,108,13,1,0,0,0,0
14,17,14,17,2,3,109,7,9,10,3,551,6,1,0,0,0,0
13,17,13,17,2,1,78,0,0,13,16,878,3,1,0,0,0,0
16,17,13,11,0,1,53,1,9,11,19,1381,6,1,1,0,0,0
14,17,13,17,2,3,109,0,0,13,11,834,13,1,0,0,0,0
15,16,11,16,0,4,17,9,6,13,19,877,2,4,0,0,0,0
15,16,10,16,0,2,45,9,1,11,19,837,6,1,1,0,0,0
14,11,14,15,7,2776,27,8,9,13,19,572,10,2,0,0,0,0
14,17,14,17,7,1693,40,3,9,13,19,614,20,1,0,0,0,0
11,17,13,11,1,1,97,7,9,11,19,81,9,1,0,0,0,0
10,11,13,11,0,2911,35,2,6,13,19,916,4,4,0,0,78,1
14,11,14,10,0,1991,19,0,9,13,19,610,7,1,1,0,0,0
16,17,13,17,2,3,71,0,0,13,11,96,2,7,0,0,0,0
16,11,15,11,4,2737,168,9,1,11,19,1347,7,2,1,0,0,0
16,11,13,15,0,1,52,5,9,11,19,1127,6,1,1,0,0,0
15,16,13,16,0,7,98,0,9,14,19,1138,6,1,1,0,0,0
14,11,13,11,0,3,53,1,9,11,19,111,13,1,0,0,0,0
14,17,14,17,2,0,97,0,9,10,19,1189,6,1,1,0,0,0
14,17,14,17,7,4,30,0,0,13,2,657,2,6,0,0,0,0
16,10,15,10,0,3,41,0,9,11,19,1422,6,1,1,0,0,0
14,11,14,13,0,2408,178,0,9,13,19,582,7,1,1,0,0,0
15,16,10,16,0,5,48,9,1,13,19,381,10,2,0,0,0,0
14,15,13,15,0,2,56,3,6,13,19,734,18,1,0,0,0,0
14,17,14,17,0,3,179,0,4,13,19,579,20,1,0,0,99,1
14,11,13,11,2,4,156,7,9,11,19,521,15,1,0,0,0,0
14,17,14,15,7,2767,61,3,5,13,19,554,14,2,0,0,0,0
16,13,15,10,0,731,167,0,1,11,19,203,7,1,1,0,0,0
10,11,17,15,0,1747,169,3,1,13,19,860,18,1,0,0,0,0
14,17,14,17,7,7,155,3,9,13,19,520,13,1,0,0,21,1
14,17,14,15,0,3,26,6,9,13,19,1230,18,1,0,0,0,0
14,11,14,10,0,958,209,0,1,13,19,932,7,1,1,0,101,1
16,15,15,16,9,2,8,9,1,11,19,249,2,6,0,0,0,0
14,17,13,17,3,0,110,0,2,11,19,491,6,1,1,0,0,0
14,11,13,15,0,-2,19,9,8,13,19,368,2,2,0,0,0,0
16,17,13,11,0,-2,168,0,1,11,19,1390,6,1,1,0,0,0
14,11,14,15,0,1342,12,0,0,13,19,875,11,4,0,0,0,0
14,17,14,17,5,0,98,4,5,13,19,1180,13,2,1,0,0,0
14,17,13,17,2,3,63,7,9,11,19,61,9,19,0,0,0,0
15,16,14,16,0,2755,47,3,1,13,19,1338,20,1,0,0,0,0
10,15,10,15,0,2,51,9,9,11,19,837,2,1,0,0,0,0
14,11,14,13,0,4,50,6,9,13,19,597,6,1,1,0,0,0
15,16,13,16,0,4,169,9,1,11,19,1452,2,1,0,0,0,0
16,15,13,10,0,2,97,5,9,10,19,1118,6,1,1,0,0,0
16,17,13,17,2,-1,74,7,6,12,19,81,11,7,0,0,0,0
14,17,14,17,3,-1,225,6,9,13,19,575,16,1,0,0,0,0
14,17,14,17,7,8,222,0,0,13,19,831,10,8,0,0,0,0
14,17,13,17,9,-2,164,0,0,11,3,985,12,1,0,0,0,0
14,17,14,17,2,0,93,4,9,14,19,267,9,2,0,0,0,0
16,11,15,17,4,833,169,0,0,11,19,925,7,1,1,0,0,0
14,11,14,10,0,2226,199,0,9,13,19,1193,7,1,1,0,0,0
16,15,13,10,0,4,168,0,5,11,16,13,19,1,0,0,0,0
14,10,14,15,2,-1,96,0,9,14,19,1269,14,2,0,0,0,0
14,17,14,17,0,0,16,8,9,13,19,527,11,1,0,0,0,0
10,17,17,17,5,1,56,7,1,10,19,878,2,4,0,0,0,0
14,17,14,17,5,1,113,0,9,11,19,561,6,1,1,0,0,0
14,17,14,17,7,4,43,6,9,13,19,554,15,1,0,0,0,0
15,16,15,16,0,-3,2,0,1,14,19,903,2,1,0,0,0,0
14,17,13,17,2,1,97,0,7,11,19,221,6,1,1,0,0,0
15,16,11,16,0,6,13,9,6,13,19,1343,6,1,1,0,0,0
16,11,14,17,0,-1,97,0,9,13,19,1218,7,1,1,0,0,0
15,15,13,14,0,2563,46,9,9,11,19,926,7,1,1,0,0,0
15,15,13,14,0,4,98,3,9,14,19,245,6,1,0,0,0,0
13,11,13,11,0,9,47,3,6,11,19,516,15,1,0,0,40,1
14,11,14,14,0,6,98,6,9,14,19,514,6,1,1,0,0,0
16,17,15,13,0,852,169,0,6,11,19,1383,6,1,1,0,0,0
14,17,14,17,8,1190,10,3,9,13,19,571,9,1,0,0,0,0
16,15,15,15,0,1637,98,9,8,11,19,192,9,1,0,0,0,0
14,17,13,11,0,-1,51,8,9,11,19,605,19,1,0,0,0,0
16,17,12,17,9,2202,169,0,0,13,19,591,7,1,1,0,0,0
10,15,15,11,7,2519,43,3,6,11,19,813,2,4,0,0,0,0
14,17,14,11,0,-3,98,0,3,11,19,556,7,1,1,0,0,0
14,17,14,17,0,1,46,6,9,13,19,570,15,1,0,0,0,0
14,11,13,17,0,2,58,1,9,11,19,203,6,1,0,0,0,0
11,17,13,17,2,4,73,0,9,10,12,107,2,1,0,0,0,0
16,15,15,17,4,3,169,9,9,11,2,1422,6,1,0,0,0,0
14,17,14,17,7,2430,20,3,9,13,2,498,14,1,0,0,0,0
14,17,13,17,2,4,217,0,0,13,19,1094,5,4,0,0,0,0
14,17,17,17,2,-1,15,7,9,10,2,109,13,1,0,0,0,0
14,17,14,17,0,2753,135,8,1,13,19,825,14,1,0,0,0,0
14,17,13,10,0,-2,169,0,9,11,19,1357,6,1,1,0,0,0
10,17,14,17,7,312,216,0,0,13,16,942,11,6,0,0,0,0
15,16,15,16,0,-1,48,0,1,11,19,1388,6,1,1,0,0,0
15,16,11,16,0,327,170,0,1,13,19,411,14,2,0,0,0,0
16,11,10,15,0,2802,170,9,1,11,19,179,10,2,0,0,0,0
14,17,13,11,9,2,54,3,9,11,19,20,13,1,1,0,0,0
14,13,14,10,0,484,198,0,9,13,19,1364,7,1,1,0,0,0
10,17,15,17,9,3,47,0,0,11,11,1401,17,1,0,0,0,0
10,17,13,17,4,841,166,0,0,11,19,970,10,4,0,0,0,0
10,17,13,17,7,2458,140,2,2,11,19,20,5,1,0,0,0,0
14,11,14,11,0,-2,17,3,9,13,19,1276,11,1,0,0,0,0
15,16,10,16,0,2,50,9,8,13,19,356,9,2,0,0,0,0
10,17,13,17,7,4,147,7,2,11,19,950,13,1,0,0,0,0
15,16,15,16,0,5,55,9,1,11,19,1402,10,3,0,0,0,0
11,17,13,17,2,0,77,7,7,11,11,124,2,1,0,0,0,0
15,16,15,16,0,2847,46,9,6,11,19,1379,10,1,0,0,0,0
16,13,11,10,3,1,97,5,1,11,19,1185,6,1,1,0,0,0
14,17,14,17,2,5,113,7,9,12,19,512,9,1,0,0,0,0
15,16,15,16,0,-3,94,9,9,14,19,1339,6,1,1,0,0,0
10,11,13,11,8,7,55,9,8,11,19,1408,10,1,0,0,0,0
15,16,11,16,0,5,97,9,2,14,19,1416,6,1,1,0,0,0
14,17,13,17,2,1,98,0,9,10,11,524,6,1,1,0,0,0
10,17,13,17,3,110,169,0,1,11,19,947,7,1,1,0,0,0
14,11,14,11,0,2284,96,6,9,13,19,565,7,1,1,0,0,0
14,17,13,12,0,1572,44,9,9,13,19,657,7,1,1,0,0,0
14,17,14,10,0,1584,140,0,2,13,19,526,7,1,1,0,100,1
14,17,14,17,0,1596,112,7,9,13,19,1132,7,1,0,0,0,0
11,17,15,10,0,2,99,0,9,10,19,1379,6,1,1,0,0,0
14,17,13,17,0,3,75,7,1,11,19,536,12,1,0,0,103,1
16,17,13,17,2,2,204,0,6,13,19,592,14,3,0,0,0,0
14,16,12,10,0,19,217,6,0,13,19,398,3,3,0,0,0,0
14,11,14,15,0,5,17,8,6,13,19,832,5,7,0,0,0,0
16,11,15,15,4,0,77,9,6,11,19,795,2,9,0,0,0,0
10,17,13,17,6,3,216,0,1,11,3,1417,10,7,0,0,0,0
14,17,13,17,3,470,197,0,9,13,19,988,7,1,1,0,0,0
14,17,14,17,3,1,96,3,9,11,3,556,9,1,0,0,100,1
16,15,15,13,2,5,169,0,0,11,19,1428,6,1,1,0,0,0
14,15,14,14,0,-3,26,4,9,13,19,1369,10,2,0,0,0,0
16,17,13,17,2,304,63,0,6,12,19,83,2,3,0,0,0,0
14,17,14,17,3,0,98,0,9,11,19,1048,6,1,1,0,0,0
14,17,14,11,0,7,62,0,9,10,19,880,6,1,1,0,0,0
15,16,11,16,0,2052,169,9,1,13,19,353,7,2,1,0,0,0
15,16,13,16,0,7,17,9,6,13,19,887,2,2,0,0,0,0
14,11,13,17,7,4,16,9,9,13,19,89,1,8,0,0,0,0
10,15,15,11,0,1319,166,0,5,11,19,904,14,1,0,0,100,1
14,17,14,17,3,1635,203,0,0,13,19,621,7,1,1,0,0,0
16,15,13,12,0,1819,168,0,0,13,19,953,7,1,1,0,0,0
14,17,13,17,7,1991,215,0,0,11,19,938,14,4,0,0,0,0
14,11,14,10,0,2,24,6,9,11,19,580,6,1,1,0,0,0
14,11,10,17,2,3,20,7,9,13,19,92,9,3,0,0,0,0
15,16,14,16,0,-3,15,1,6,13,19,1492,6,1,1,0,0,0
16,17,13,17,4,0,76,9,0,10,11,1475,16,1,0,0,0,0
10,17,13,17,2,-2,71,0,0,10,3,891,10,1,0,0,0,0
11,17,13,17,2,2,134,0,2,11,19,51,11,1,0,0,0,0
14,17,13,17,2,1,108,5,9,10,19,672,6,1,1,0,0,0
16,11,15,15,4,0,16,3,6,11,19,237,2,5,0,0,0,0
14,17,13,17,2,1,98,7,9,10,19,586,6,1,1,0,0,0
14,17,14,17,2,2,101,7,6,10,19,468,1,7,0,0,0,0
15,16,11,16,0,2780,47,9,6,13,19,1514,19,1,0,0,0,0
15,16,15,13,0,2872,171,9,1,11,19,218,6,2,0,0,0,0
14,11,14,17,0,0,98,3,5,13,19,280,14,3,0,0,0,0
10,17,15,17,4,8,167,0,1,11,19,1415,3,1,0,0,0,0
14,17,10,17,9,-2,110,0,9,11,3,600,6,1,1,0,0,0
16,15,10,10,3,-2,98,9,9,11,19,1194,6,1,1,0,0,0
15,16,11,16,0,2577,44,9,1,11,19,820,7,1,0,0,0,0
14,11,14,10,0,1627,166,0,9,13,19,1187,7,1,1,0,0,0
16,17,13,17,4,1562,168,0,9,11,19,1327,6,1,1,0,0,0
15,16,10,16,0,2060,42,0,6,11,19,758,7,1,1,0,0,0
16,15,15,13,0,2,51,0,1,11,19,1372,6,1,1,0,0,0
16,17,13,17,9,4,91,0,2,11,19,529,7,1,1,0,101,1
14,17,13,17,2,-3,91,8,5,12,19,619,14,3,0,0,0,1
14,17,14,17,7,848,200,6,9,13,19,619,7,1,0,0,0,0
15,16,10,16,0,-2,95,5,9,14,19,1466,6,2,0,0,0,0
14,17,14,17,2,-3,40,6,9,13,19,589,11,1,0,0,0,0
10,17,13,17,7,8,149,8,6,11,19,285,2,3,0,0,0,0
14,11,14,11,0,2,17,3,9,13,19,116,9,1,0,0,0,0
16,17,13,17,2,0,75,0,0,11,3,1153,19,1,0,0,0,0
16,17,15,17,4,0,169,0,0,11,16,1428,7,1,1,0,0,0
16,11,15,17,4,-1,96,9,6,11,19,1371,13,2,0,0,0,0
15,10,12,16,0,5,53,9,9,10,19,837,6,1,0,0,0,0
10,17,13,11,3,883,50,0,9,11,19,1429,6,1,1,0,0,0
10,17,15,11,3,1716,168,9,9,11,19,999,18,1,0,0,0,0
10,11,15,11,0,12,45,9,1,11,19,1393,19,4,0,0,0,0
16,17,15,17,4,2828,168,0,1,11,20,903,7,1,1,0,0,0
16,17,13,17,2,2,92,0,1,11,19,1287,13,1,1,0,0,0
16,11,15,10,0,2793,169,9,1,11,19,1139,7,1,0,0,0,0
16,17,13,11,2,0,111,9,9,11,19,92,11,1,0,0,0,0
15,16,11,16,0,2710,46,9,1,11,19,886,6,1,1,0,0,0
14,17,14,17,3,3,100,0,9,14,19,1077,6,1,1,0,0,0
16,17,15,17,4,2,169,9,9,11,16,1461,13,1,0,0,0,0
14,11,14,17,0,2796,204,3,9,13,19,581,7,1,1,0,0,0
10,17,13,11,7,5,77,9,1,11,19,959,11,11,0,0,0,0
15,16,11,16,0,-1,47,9,8,11,19,790,7,1,1,0,0,0
13,11,10,10,0,829,54,0,1,11,19,207,6,1,1,0,0,0
15,16,10,16,0,2678,55,9,6,13,19,309,2,4,0,0,0,0
14,17,13,11,2,-1,112,9,9,11,20,867,19,1,0,0,0,0
14,17,13,17,2,3,99,4,9,10,19,562,6,1,1,0,0,0
14,17,14,10,3,1869,146,6,9,13,19,572,7,1,1,0,0,0
14,17,14,11,0,2378,60,6,9,11,19,556,18,1,1,0,0,0
16,17,13,17,9,2232,170,0,7,11,19,1344,7,1,1,0,0,0
14,17,14,17,7,2393,217,0,0,13,19,645,7,1,0,0,0,0
14,11,14,17,0,1,14,0,5,13,19,101,14,3,0,0,0,0
14,17,14,17,7,4,18,0,9,13,19,580,11,3,0,0,0,0
14,17,14,17,7,1819,218,0,5,13,19,548,11,7,0,0,0,0
14,17,14,17,0,-1,100,0,9,13,19,597,11,1,0,0,0,0
11,17,15,11,4,2,52,9,1,11,19,1354,15,1,0,0,0,0
16,11,15,16,0,2,169,9,6,11,19,277,7,1,0,0,0,0
15,17,13,10,5,-2,99,4,9,14,19,406,2,2,0,0,0,0
14,11,14,13,0,2936,225,0,6,13,19,847,7,1,1,0,0,0
15,16,12,16,0,4,60,9,7,12,19,770,2,3,0,0,0,0
11,17,13,17,4,3,54,7,6,11,19,239,13,3,0,0,0,0
14,11,13,12,0,0,49,0,9,11,19,222,6,1,1,0,0,0
14,11,14,13,0,2672,36,6,9,13,19,551,5,1,1,0,72,1
16,17,13,17,0,-1,168,0,1,11,19,1358,6,1,1,0,0,0
14,17,13,17,5,-1,99,4,9,14,19,1133,6,1,1,0,0,0
16,17,15,17,1,410,169,0,9,11,19,1449,7,1,1,0,0,0
15,16,15,16,0,1,46,9,1,11,19,1425,6,1,0,0,0,0
14,11,14,11,2,-2,16,6,9,13,19,568,6,1,1,0,0,0
15,16,11,16,0,-1,47,9,1,11,19,277,6,1,1,0,0,0
16,11,15,10,4,2703,168,9,1,11,19,198,7,1,1,0,0,0
16,11,13,17,4,6,171,9,8,11,19,231,2,3,0,0,0,0
15,16,15,16,0,3,168,9,1,11,19,1385,2,1,0,0,0,0
10,17,13,17,5,0,57,9,9,11,19,321,6,2,0,0,0,0
14,17,13,17,5,2,99,9,9,12,11,37,13,1,0,0,0,0
10,17,13,17,7,1,60,7,6,11,19,1412,13,1,0,0,0,0
14,11,13,15,3,-5,96,4,8,14,19,1277,9,1,0,0,0,0
16,11,13,17,8,2128,169,9,6,13,19,67,7,1,0,0,0,0
14,11,14,10,0,1254,208,0,9,13,19,621,7,1,1,0,0,0
14,16,14,16,0,1,97,1,9,13,19,1321,7,2,0,0,0,0
14,17,13,17,2,-1,21,0,6,12,19,826,2,4,0,0,0,0
14,17,14,17,2,311,98,0,9,13,19,1244,7,1,1,0,0,0
14,15,14,10,0,1,14,5,9,14,19,1273,6,1,1,0,0,0
14,17,13,11,7,894,49,9,1,11,19,212,13,1,0,0,100,1
10,11,13,13,0,4,49,9,1,11,19,1417,7,1,0,0,0,0
10,17,13,11,3,5,54,9,9,11,19,149,13,1,1,0,0,0
14,17,14,17,2,2,109,0,9,11,19,563,10,1,0,0,0,0
14,17,13,11,2,0,111,5,9,10,19,535,9,1,0,0,0,0
14,17,13,17,7,1674,200,0,4,13,19,564,7,1,1,0,0,0
16,17,13,17,2,-1,99,7,9,10,16,158,10,1,0,0,0,0
10,17,13,17,7,2,80,0,0,10,19,980,11,1,0,0,0,0
